层级,职业编码,职业名称,职业描述,主要工作任务,parent_code,l2_prefix,category,core_actions,objects,deliverables,main_kpi,environment,served_population,role_level
四级,5-05-06-04,植物原料制取工,操作浸提、过滤、浓缩等设备，制取树脂、生漆、芳香油等植物原料和产品的人员。,"1.使用采集工具，割取林木脂液，或采收植株、花、实等原料
2.操作分拣、清洗、粉碎等设备，进行切丝、切段或粉碎等原料加工，准备辅料
3.操作浸提、过滤、蒸馏等设备，设定工艺参数，制取精油类提取物
4.操作脱色设备，添加吸附剂，设定工艺参数，脱色
5.操作浓缩设备，设定工艺参数，制取浸膏类提取物
6.操作干燥、造粒设备，喷粉、混匀、成型，制取粉、晶体类提取物
7.操作灌装、充填、包装设备，包装、标识产品
8.维护保养设备和工具。",5-05-06,5-05,5类-农林牧渔,"[""采收植物原料"", ""加工植物原料"", ""操作提取设备"", ""设定工艺参数"", ""包装标识产品""]","[""林木脂液及植物原料"", ""浸提浓缩设备"", ""植物提取物""]","[""精油类提取物"", ""浸膏类提取物"", ""粉晶体类提取物""]","""成品合格率""","[""植物原料采集区"", ""植物提取加工车间""]","[""下游化工药企"", ""终端消费者""]",一线执行
四级,5-05-06-05,竹藤师,使用工具、设备，制取藤、竹等原料，编织、制作藤、竹编画、筐、席等日用品和工艺品的人员。,"1.识记竹藤制品设计图，编制竹藤制品等加工工艺，准备加工设备、机具
2.使用设备或手工，制取藤竹质原料，编织、加工藤绷，藤（竹）席，藤（竹）篮等日用品和工艺品
3.使用设备或手工，制取竹藤草麻棕原料，与铁、陶瓷、玻璃、银器等其他材料，缠绕、编织制作加工成日用品和工艺品
4.使用设备或手工，制作草质原料，编织、加工草袋、草绳、草片、草帘和草垫等日用品和工艺品
5.使用设备或手工，制取麻类纤维，编织、加工麻线、麻绳、麻袋等日用品和工艺品
6.使用设备或手工，制取棕质原料，加工成棕片、棕丝、棕绳等，再加工成棕绷等日用品和工艺品。",5-05-06,5-05,5类-农林牧渔,"[""编制加工工艺"", ""制取竹藤原料"", ""编织竹藤制品"", ""制作复合工艺品""]","[""竹藤草麻棕原料"", ""复合材质"", ""竹藤制品设计图""]","[""竹藤编织工艺品"", ""竹藤日用品"", ""复合材质工艺品""]","""成品合格率""","[""竹藤加工车间"", ""手工艺作坊""]","[""工艺品消费者"", ""日用品用户""]",一线执行
四级,5-05-06-06,经济昆虫产品加工工,从事驯化饲养昆虫，加工、检验产出品的人员。,"1.对昆虫清洗、消毒等，使其可直接食用
2.操作加工设备，进行昆虫分泌物解冻、过滤、包装、储存等加工
3.操作烘烤、包装等设备，进行昆虫幼虫等干燥、消毒灭菌等加工
4.操作提取、加热、过滤等设备，进行昆虫排泄物浸提、过滤和包装等加工
5.使用溶剂和吸附剂，提取、脱色昆虫分泌物
6.使用检验器具或通过感官，检验昆虫及相关产品质量。",5-05-06,5-05,5类-农林牧渔,"[""清洗消毒昆虫"", ""加工昆虫分泌物"", ""干燥灭菌昆虫幼虫"", ""浸提过滤昆虫排泄物"", ""检验昆虫产品质量""]","[""食用昆虫"", ""昆虫分泌物"", ""昆虫幼虫"", ""昆虫排泄物""]","[""食用昆虫成品"", ""昆虫分泌物制品"", ""昆虫产品质量检验报告""]","""昆虫产品合格率""","[""昆虫产品加工车间"", ""昆虫产品储存区"", ""质量检验室""]","[""食品加工企业"", ""医药企业"", ""终端消费者""]",一线执行
四级,5-05-06-07,水产品原料处理工,操作清洗、分割等设备，进行水产品原料分级、清洗、加工的人员。,"1.操作解冻设备，解冻冷冻水产品
2.操作清洗设备或手工，进行鲜水产品的分类、分级、整理、清洗，并加冰、保鲜
3.操作分割、剥皮、剖片等设备，剖割、加工鲜（冻）水产品原料
4.感官检验和记录水产品处理前后的情况
5.称重、装盘，或装箱、冻结、冷藏
6.清洗、消毒加工工具、设备和场地，维护保养设备。",5-05-06,5-05,5类-农林牧渔,"[""解冻冷冻水产品"", ""分类分级清洗水产品"", ""剖割加工水产品原料"", ""检验记录水产品状态"", ""称重包装水产品""]","[""冷冻水产品"", ""鲜水产品原料"", ""水产品加工设备"", ""加工工具""]","[""水产品处理记录"", ""包装后的水产品原料""]","""水产品原料合格率""","[""水产品加工车间"", ""冷藏库""]","[""水产品深加工企业"", ""消费者""]",一线执行
四级,5-05-06-08,代用茶加工工,操作筛选、烘干等工具设备，加工非茶叶可食用植物根茎、叶蔓、花果（实）等原料，制成茶饮替代品的人员。,1.拣剔、分级验收原料并处理； 2.操作清洗、杀青、切片（段）、干燥等加工设备，将原料加工为代用茶初制品； 3.操作粉碎、压制、包装等设备，制作代用茶再加工产品； 4.拼配不同品种、等级的代用茶； 5.进行代用茶的质量检验、包装与贮藏。,5-05-06,5-05,5类-农林牧渔,"[""拣剔分级原料"", ""操作初加工设备"", ""操作再加工设备"", ""拼配代用茶品种"", ""检验包装代用茶""]","[""非茶叶可食用植物原料"", ""代用茶加工设备"", ""代用茶初制品""]","[""代用茶初制品"", ""代用茶再加工产品""]","""成品合格率""","[""代用茶加工车间"", ""原料仓储区"", ""成品包装区""]","[""消费者"", ""茶饮贸易商""]",一线执行
四级,6-01-01-01,制米工,操作粮食加工机械，将原粮制成成品米的生产人员。,"1.操作清理、计量、输送等设备，接收、清理原粮
2.操作砻谷机、谷糙分离等设备，脱壳、分离谷糙
3.操作碾米、抛光、色选、配米等设备，精加工糙米
4.操作称重、打包、封口设备，计量、包装成品
5.处理、回收生产过程中的副产品及下脚料
6.操作风网，通风除尘
7.操作中央控制系统，监控生产过程
8.维护生产设备，处理故障，填写生产记录。",6-01-01,6-01,6类-生产制造,"[""接收清理原粮"", ""脱壳分离谷糙"", ""精加工糙米"", ""计量包装成品"", ""监控生产过程""]","[""原粮"", ""糙米"", ""成品米"", ""粮食加工机械""]","[""成品米"", ""生产记录""]","""成品米合格率""","[""粮食加工车间"", ""原粮仓储区""]","[""消费者"", ""粮食贸易商""]",一线执行
四级,6-01-01-02,制粉工,操作粮食加工机械，将原粮制成面粉的人员。,"1.操作谷物清理和水分调节等设备，清理原料，调质
2.操作磨粉、糠麸处理等设备，将胚乳磨制成一定精度和细度的面粉
3.操作定量秤、批量混合机等设备及其控制系统，配制各种用途面粉
4.操作清粉、筛理设备，筛理面粉
5.操作称重、打包、封口设备，计量、包装成品
6.操作风网和气力输送系统，进行物料输送
7.整理谷物加工的副产品及下脚料
8.操作中央控制系统，监控生产过程
9.维护生产设备，处理故障，填写生产记录。",6-01-01,6-01,6类-生产制造,"[""操作粮食加工设备"", ""磨制面粉"", ""配制用途面粉"", ""包装成品面粉"", ""监控生产过程""]","[""原粮"", ""胚乳"", ""面粉"", ""粮食加工机械""]","[""成品面粉"", ""生产记录""]","""面粉成品合格率""","[""粮食加工车间""]","[""下游食品加工企业"", ""消费者""]",一线执行
四级,6-01-01-03,制油工,操作油加工等设备，进行植物油料预处理、油脂制取、油脂精炼、产品包装的人员。,"1.操作原料输送、筛选、干燥调质、仁壳（皮）分离、破碎、软化、轧胚、蒸炒、挤压膨化等设备，清理除杂原料，制取油脂，提取胚料
2.操作榨油、油渣分离等设备，压榨取油和压榨毛油除渣
3.操作油脂浸出器、湿粕蒸脱机、混合油蒸发器和汽提塔、溶剂蒸汽冷凝器、分水器和尾气回收等设备，进行油料浸出取油、湿粕脱溶、混合油脱溶、溶剂回收
4.操作油脂水化脱胶、碱炼脱酸、吸附脱色、水蒸气蒸馏脱臭、冷冻脱蜡等设备，进行毛油精炼，生产食用油
5.操作油脂输送、计量、灌装、充氮、包装、储存、接收、发放等设备，包装、储存和发放预包装油脂和散装油脂
6.操作油料饼粕、皮壳的计量、包装、输送、储存、发放等设备，包装、储存和发放油料饼粕
7.操作中央控制系统，监控生产过程
8.维护生产设备，处理故障，填写生产记录。",6-01-01,6-01,6类-生产制造,"[""操作油加工设备"", ""制取油脂"", ""精炼毛油"", ""包装储存油脂"", ""监控生产过程""]","[""植物油料"", ""毛油"", ""油加工设备"", ""油料饼粕""]","[""食用油"", ""油料饼粕"", ""生产记录""]","""成品油合格率""","[""油脂加工车间"", ""油脂仓储区""]","[""食用油消费者"", ""下游食品加工企业""]",一线执行
四级,6-01-02-00,饲料加工工,选择饲料原料，操控饲料加工设备，采用粉碎、混合、制粒或发酵等工艺，生产成型饲料（草）等产品的人员。,"1.查验、标识、入出库和记录饲用原料与饲料添加剂
2.操作设备，对饲料原料进行清理、输送、装仓，操作粉碎设备对部分原料进行粉碎
3.使用配料秤系统，按配方称量配合所需饲料原料和饲料添加剂，操作混合设备进行混合或预混合，制成粉状饲料产品
4.操作调质、成型、干燥、破碎等设备，将粉状饲料加工成特定形状的饲料产品
5.操作中央控制系统，控制和监视饲料生产过程
6.检验成品饲料质量
7.日常维护保养饲料机械设备。",6-01-02,6-01,6类-生产制造,"[""查验记录饲用原料"", ""操作粉碎混合设备"", ""加工成型饲料"", ""监视饲料生产过程"", ""维护饲料机械设备""]","[""饲用原料"", ""饲料添加剂"", ""饲料加工设备"", ""成品饲料""]","[""成型饲料产品"", ""原料入出库记录""]","""成品饲料合格率""","[""饲料加工车间"", ""饲料仓储区""]","[""畜牧养殖场"", ""饲料贸易商""]",一线执行
四级,6-01-03-00,食糖制造工,操作制糖设备，将甘蔗、甜菜制成食糖的人员。,1.操作输蔗机，破碎甘蔗2.操作压榨机等设备，进行甘蔗或切丝甜菜榨汁3.操作中和设备，中和糖汁4.操作加热蒸发设备，将澄清后的糖汁制成糖浆5.操作煮糖和助晶设备，将糖浆结晶成糖膏6.操作分蜜机，将糖膏分离成食糖和糖蜜7.操作化糖、熬糖、结晶、分蜜等设备，将食糖制成冰糖。,6-01-03,6-01,6类-生产制造,"[""破碎甘蔗"", ""榨取糖汁"", ""蒸发糖浆"", ""结晶糖膏"", ""分离食糖与糖蜜""]","[""甘蔗"", ""甜菜"", ""糖汁"", ""糖浆"", ""制糖设备""]","[""食糖"", ""冰糖"", ""生产记录""]","""成品合格率""","[""制糖厂生产车间""]","[""食品加工企业"", ""终端消费者""]",一线执行
四级,6-01-04-01,畜禽屠宰加工工,使用致昏、分割等屠宰设备和工具，加工生鲜、冷却或冷冻畜禽肉产品的生产人员。,"1.检查畜禽来源证明和健康状况，识别品种，称量体重，分组入圈，管理待宰畜禽
2.使用专用设备或工具，将猪致昏、放血、打毛、开膛、劈半，整理副产品，将胴体分割后进行冷却或冷冻并将产品包装、入库
3.使用专用设备或工具，将牛羊致昏、放血、剥皮、开膛、劈半，整理副产品，将胴体分割后进行冷却或冷冻并将产品包装、入库
4.使用专用设备或工具，将家禽致昏、放血、去毛、开膛，整理副产品，将胴体分割后进行冷却或冷冻并将产品包装、入库
5.识别畜禽的品种和营养状况，计算宰后胴体的出品率，判定胴体和分割肉的质量等级
6.运用感官或使用仪器，测定屠宰分割过程中肉品的质量指标，控制加工技术参数，纠正偏差
7.操作专用设备，急宰或无害化处理体弱、有害的畜禽
8.配制消毒液剂，进行生产环境、设备工具和人员的消毒处理。",6-01-04,6-01,6类-生产制造,"[""管理待宰畜禽"", ""屠宰分割胴体"", ""判定肉品等级"", ""控制加工参数"", ""无害化处理畜禽""]","[""待宰畜禽"", ""屠宰分割设备"", ""畜禽胴体"", ""肉产品""]","[""分割肉产品"", ""畜禽副产品"", ""肉品质量等级记录""]","""胴体出品率""","[""畜禽屠宰车间"", ""肉类加工车间"", ""冷冻冷藏库""]","[""肉类加工企业"", ""肉类消费者""]",一线执行
