源编码,目标实体,关系类型
2-06-07-12,报关单证,TARGETS_OBJECT
2-06-07-12,税费,TARGETS_OBJECT
2-06-07-13,搭建,INVOLVES_ACTION
2-06-07-13,制订,INVOLVES_ACTION
2-06-07-13,优化,INVOLVES_ACTION
2-06-07-13,数字化办公平台,TARGETS_OBJECT
2-06-07-13,人员管理架构,TARGETS_OBJECT
2-06-07-13,业务流程,TARGETS_OBJECT
2-06-07-13,企业及组织,OPERATES_IN_ENV
2-06-07-14,制订,INVOLVES_ACTION
2-06-07-14,识别,INVOLVES_ACTION
2-06-07-14,监控,INVOLVES_ACTION
2-06-07-14,合规管理体系,TARGETS_OBJECT
2-06-07-14,合规风险,TARGETS_OBJECT
2-06-07-14,合规制度,TARGETS_OBJECT
2-06-07-14,企业,OPERATES_IN_ENV
2-06-07-15,研究,INVOLVES_ACTION
2-06-07-15,制订,INVOLVES_ACTION
2-06-07-15,招标采购方案,TARGETS_OBJECT
2-06-07-15,招标采购合同,TARGETS_OBJECT
2-06-07-15,招标采购项目,TARGETS_OBJECT
2-06-07-16,挖掘,INVOLVES_ACTION
2-06-07-16,评估,INVOLVES_ACTION
2-06-07-16,推广,INVOLVES_ACTION
2-06-07-16,科技成果,TARGETS_OBJECT
2-06-07-16,转移转化方案,TARGETS_OBJECT
2-06-07-16,知识产权,TARGETS_OBJECT
2-06-07-17,制订,INVOLVES_ACTION
2-06-07-17,不动产和自然资源,TARGETS_OBJECT
2-06-07-17,地籍调查,TARGETS_OBJECT
2-06-07-17,权属确认,TARGETS_OBJECT
2-06-07-17,不动产和自然资源确权登记经办、管理或服务机构,OPERATES_IN_ENV
2-06-08,规划设计,INVOLVES_ACTION
2-06-08,招聘配置,INVOLVES_ACTION
2-06-08,人力资源,TARGETS_OBJECT
2-06-08,绩效考核,TARGETS_OBJECT
2-06-08,薪酬福利,TARGETS_OBJECT
2-06-08,单位内,OPERATES_IN_ENV
2-06-08,人力资源服务机构,OPERATES_IN_ENV
2-06-08-01,编制,INVOLVES_ACTION
2-06-08-01,制订,INVOLVES_ACTION
2-06-08-01,人力资源发展规划,TARGETS_OBJECT
2-06-08-01,绩效考核体系,TARGETS_OBJECT
2-06-08-01,薪酬福利方案,TARGETS_OBJECT
2-06-08-01,企事业单位,OPERATES_IN_ENV
2-06-08-02,研究分析,INVOLVES_ACTION
2-06-08-02,制订实施,INVOLVES_ACTION
2-06-08-02,评估,INVOLVES_ACTION
2-06-08-02,客户需求,TARGETS_OBJECT
2-06-08-02,人力资源服务方案,TARGETS_OBJECT
2-06-08-02,客户关系,TARGETS_OBJECT
2-06-08-02,人力资源服务机构,OPERATES_IN_ENV
2-06-08-03,采集,INVOLVES_ACTION
2-06-08-03,分析,INVOLVES_ACTION
2-06-08-03,发布,INVOLVES_ACTION
2-06-08-03,职业就业信息,TARGETS_OBJECT
2-06-08-03,社会保障信息,TARGETS_OBJECT
2-06-08-04,评估,INVOLVES_ACTION
2-06-08-04,制订,INVOLVES_ACTION
2-06-08-04,技术技能,TARGETS_OBJECT
2-06-08-04,训练方案,TARGETS_OBJECT
2-06-08-04,实习实训,TARGETS_OBJECT
2-06-08-04,职业教育机构,OPERATES_IN_ENV
2-06-08-04,企业,OPERATES_IN_ENV
2-06-08-04,培训机构,OPERATES_IN_ENV
2-06-09,筹措,INVOLVES_ACTION
2-06-09,运营,INVOLVES_ACTION
2-06-09,资金,TARGETS_OBJECT
2-06-09,客户委托事项,TARGETS_OBJECT
2-06-09,非资金服务,TARGETS_OBJECT
2-06-09,储蓄性金融机构,OPERATES_IN_ENV
2-06-09-01,制订,INVOLVES_ACTION
2-06-09-01,监督管理,INVOLVES_ACTION
2-06-09-01,国库政策制度,TARGETS_OBJECT
2-06-09-01,国家预算资金,TARGETS_OBJECT
2-06-09-01,国债,TARGETS_OBJECT
2-06-09-01,银行,OPERATES_IN_ENV
2-06-09-02,研究分析,INVOLVES_ACTION
2-06-09-02,交易,INVOLVES_ACTION
2-06-09-02,管理,INVOLVES_ACTION
2-06-09-02,金融市场,TARGETS_OBJECT
2-06-09-02,外汇,TARGETS_OBJECT
2-06-09-02,债券,TARGETS_OBJECT
2-06-09-02,银行,OPERATES_IN_ENV
2-06-09-03,受理,INVOLVES_ACTION
2-06-09-03,审核,INVOLVES_ACTION
2-06-09-03,监控,INVOLVES_ACTION
2-06-09-03,监督,INVOLVES_ACTION
2-06-09-03,银行资金汇划清单,TARGETS_OBJECT
2-06-09-03,清算设备,TARGETS_OBJECT
2-06-09-03,银行结算账户,TARGETS_OBJECT
2-06-09-03,银行结算业务,TARGETS_OBJECT
2-06-09-03,资金清算网络系统,OPERATES_IN_ENV
2-06-09-04,审查,INVOLVES_ACTION
2-06-09-04,评定,INVOLVES_ACTION
2-06-09-04,监测,INVOLVES_ACTION
2-06-09-04,贷款申请人,TARGETS_OBJECT
2-06-09-04,信用等级,TARGETS_OBJECT
2-06-09-04,贷款风险,TARGETS_OBJECT
2-06-09-05,代理,INVOLVES_ACTION
2-06-09-05,外汇借贷,TARGETS_OBJECT
2-06-09-05,国际结算,TARGETS_OBJECT
2-06-09-05,国际投资,TARGETS_OBJECT
2-06-09-05,金融产品,TARGETS_OBJECT
2-06-09-05,银行,OPERATES_IN_ENV
2-06-09-05,国际金融市场,OPERATES_IN_ENV
2-06-09-06,研究分析,INVOLVES_ACTION
2-06-09-06,指导,INVOLVES_ACTION
2-06-09-06,识别评估,INVOLVES_ACTION
2-06-09-06,金融规划,TARGETS_OBJECT
2-06-09-06,资本结构,TARGETS_OBJECT
2-06-09-06,金融风险,TARGETS_OBJECT
2-06-09-06,银行,OPERATES_IN_ENV
2-06-09-06,金融机构,OPERATES_IN_ENV
2-06-10,核保,INVOLVES_ACTION
2-06-10,理赔,INVOLVES_ACTION
2-06-10,资金运用,INVOLVES_ACTION
2-06-10,精算,TARGETS_OBJECT
2-06-10,保险业务,TARGETS_OBJECT
2-06-10-01,设计,INVOLVES_ACTION
2-06-10-01,测算,INVOLVES_ACTION
2-06-10-01,管理,INVOLVES_ACTION
2-06-10-01,研究,INVOLVES_ACTION
2-06-10-01,保险费率,TARGETS_OBJECT
2-06-10-01,保险资金,TARGETS_OBJECT
2-06-10-01,统计信息,TARGETS_OBJECT
2-06-10-02,评估,INVOLVES_ACTION
2-06-10-02,审核,INVOLVES_ACTION
2-06-10-02,管理,INVOLVES_ACTION
2-06-10-02,保险标的风险,TARGETS_OBJECT
2-06-10-02,保单,TARGETS_OBJECT
2-06-10-02,再保险业务,TARGETS_OBJECT
2-06-10-03,受理,INVOLVES_ACTION
2-06-10-03,调查,INVOLVES_ACTION
2-06-10-03,保险索赔申请,TARGETS_OBJECT
2-06-10-03,保险事故,TARGETS_OBJECT
2-06-10-03,理赔争议,TARGETS_OBJECT
2-06-10-04,研究,INVOLVES_ACTION
2-06-10-04,配置,INVOLVES_ACTION
2-06-10-04,监控,INVOLVES_ACTION
2-06-10-04,保险资金,TARGETS_OBJECT
2-06-10-04,投资市场,TARGETS_OBJECT
2-06-10-04,投资风险,TARGETS_OBJECT
2-06-11,发行,INVOLVES_ACTION
2-06-11,交易,INVOLVES_ACTION
2-06-11,销售,INVOLVES_ACTION
2-06-11,证券,TARGETS_OBJECT
2-06-11,期货,TARGETS_OBJECT
2-06-11,基金,TARGETS_OBJECT
2-06-11-01,调研,INVOLVES_ACTION
2-06-11-01,辅导,INVOLVES_ACTION
2-06-11-01,证券市场,TARGETS_OBJECT
2-06-11-01,发行人,TARGETS_OBJECT
2-06-11-01,证券承销,TARGETS_OBJECT
2-06-11-01,证券市场,OPERATES_IN_ENV
2-06-11-02,研究,INVOLVES_ACTION
2-06-11-02,监控,INVOLVES_ACTION
2-06-11-02,优化,INVOLVES_ACTION
2-06-11-02,证券市场行情,TARGETS_OBJECT
2-06-11-02,交易策略,TARGETS_OBJECT
2-06-11-02,投资组合,TARGETS_OBJECT
2-06-11-02,证券投资咨询,TARGETS_OBJECT
2-06-11-03,研究,INVOLVES_ACTION
2-06-11-03,管理,INVOLVES_ACTION
2-06-11-03,上市公司财务状况,TARGETS_OBJECT
2-06-11-03,证券市场投资组合,TARGETS_OBJECT
2-06-11-03,证券投资建议,TARGETS_OBJECT
2-06-11-04,研究,INVOLVES_ACTION
2-06-11-04,设计,INVOLVES_ACTION
2-06-11-04,推介,INVOLVES_ACTION
2-06-11-04,客户投资需求,TARGETS_OBJECT
2-06-11-04,金融产品,TARGETS_OBJECT
2-06-11-04,投资方案,TARGETS_OBJECT
2-06-11-05,研究,INVOLVES_ACTION
2-06-11-05,制订,INVOLVES_ACTION
2-06-11-05,分析,INVOLVES_ACTION
2-06-11-05,黄金市场,TARGETS_OBJECT
2-06-11-05,投资策略,TARGETS_OBJECT
2-06-11-05,风险管理,TARGETS_OBJECT
2-06-11-06,介绍,INVOLVES_ACTION
2-06-11-06,期货经纪业务,TARGETS_OBJECT
2-06-11-06,投资组合,TARGETS_OBJECT
2-06-11-06,期货交易,TARGETS_OBJECT
2-06-11-07,分析,INVOLVES_ACTION
2-06-11-07,决策,INVOLVES_ACTION
2-06-11-07,运作,INVOLVES_ACTION
2-06-11-07,基金,TARGETS_OBJECT
2-06-11-07,基金产品,TARGETS_OBJECT
2-06-11-07,基金资产,TARGETS_OBJECT
2-06-12,申请,INVOLVES_ACTION
2-06-12,审查,INVOLVES_ACTION
2-06-12,核准,INVOLVES_ACTION
2-06-12,评估,INVOLVES_ACTION
2-06-12,转让,INVOLVES_ACTION
2-06-12,代理,INVOLVES_ACTION
2-06-12,管理,INVOLVES_ACTION
2-06-12,著作权,TARGETS_OBJECT
2-06-12,专利权,TARGETS_OBJECT
2-06-12,商标权,TARGETS_OBJECT
2-06-12,知识产权,TARGETS_OBJECT
2-06-12-01,代理,INVOLVES_ACTION
2-06-12-01,咨询,INVOLVES_ACTION
2-06-12-01,专利,TARGETS_OBJECT
2-06-12-01,专利权,TARGETS_OBJECT
2-06-12-01,专利代理机构,OPERATES_IN_ENV
2-06-12-02,受理,INVOLVES_ACTION
2-06-12-02,审查,INVOLVES_ACTION
2-06-12-02,审理,INVOLVES_ACTION
2-06-12-02,专利申请,TARGETS_OBJECT
2-06-12-02,专利权评价报告,TARGETS_OBJECT
2-06-12-02,集成电路布图设计,TARGETS_OBJECT
2-06-12-02,专利管理机构,OPERATES_IN_ENV
2-06-12-03,制订,INVOLVES_ACTION
2-06-12-03,管理,INVOLVES_ACTION
2-06-12-03,维护,INVOLVES_ACTION
2-06-12-03,专利战略规划,TARGETS_OBJECT
2-06-12-03,专利知识产权资产,TARGETS_OBJECT
2-06-12-03,专利权,TARGETS_OBJECT
2-06-12-03,企事业单位,OPERATES_IN_ENV
2-06-12-04,检索,INVOLVES_ACTION
2-06-12-04,分析,INVOLVES_ACTION
2-06-12-04,评价,INVOLVES_ACTION
2-06-12-04,知识产权信息,TARGETS_OBJECT
2-06-12-04,专利地图,TARGETS_OBJECT
2-06-12-04,产业专利导航,TARGETS_OBJECT
2-06-12-05,登记,INVOLVES_ACTION
2-06-12-05,咨询,INVOLVES_ACTION
2-06-12-05,指导,INVOLVES_ACTION
2-06-12-05,版权,TARGETS_OBJECT
2-06-12-05,作品,TARGETS_OBJECT
2-06-12-05,合同,TARGETS_OBJECT
2-06-12-06,代理,INVOLVES_ACTION
2-06-12-06,咨询,INVOLVES_ACTION
2-06-12-06,商标,TARGETS_OBJECT
2-06-12-06,商标注册申请,TARGETS_OBJECT
2-06-12-06,商标代理机构,OPERATES_IN_ENV
2-06-12-07,受理,INVOLVES_ACTION
2-06-12-07,审查,INVOLVES_ACTION
2-06-12-07,审理,INVOLVES_ACTION
2-06-12-07,商标申请,TARGETS_OBJECT
2-06-12-07,商标异议,TARGETS_OBJECT
2-06-12-07,商标评审案件,TARGETS_OBJECT
2-06-12-07,商标管理机构,OPERATES_IN_ENV
2-06-12-08,制订,INVOLVES_ACTION
2-06-12-08,管理,INVOLVES_ACTION
2-06-12-08,保护,INVOLVES_ACTION
2-06-12-08,商标战略规划,TARGETS_OBJECT
2-06-12-08,商标资产,TARGETS_OBJECT
2-06-12-08,商标,TARGETS_OBJECT
2-06-12-08,企事业单位,OPERATES_IN_ENV
2-06-12-08,社会团体,OPERATES_IN_ENV
2-06-12-09,管理,INVOLVES_ACTION
2-06-12-09,评估,INVOLVES_ACTION
2-06-12-09,交易,INVOLVES_ACTION
2-06-12-09,版权资产,TARGETS_OBJECT
2-06-12-09,版权价值,TARGETS_OBJECT
2-06-12-09,版权贸易,TARGETS_OBJECT
2-06-13,经办,INVOLVES_ACTION
2-06-13,招采,INVOLVES_ACTION
2-06-13,分析,INVOLVES_ACTION
2-06-13,社会保险,TARGETS_OBJECT
2-06-13,医保,TARGETS_OBJECT
2-06-13,经济技术,TARGETS_OBJECT
2-06-13-00,制订,INVOLVES_ACTION
2-06-13-00,管理,INVOLVES_ACTION
2-06-13-00,医保基金,TARGETS_OBJECT
2-06-13-00,经办管理制度,TARGETS_OBJECT
2-06-13-00,参保人权益,TARGETS_OBJECT
2-06-13-00,医疗保障经办机构,OPERATES_IN_ENV
2-06-14,应用研究,INVOLVES_ACTION
2-06-14,产品设计,INVOLVES_ACTION
2-06-14,服务运营,INVOLVES_ACTION
2-06-14,跟踪评价,INVOLVES_ACTION
2-06-14,金融科技,TARGETS_OBJECT
2-06-14,数字金融,TARGETS_OBJECT
2-06-14-00,研究,INVOLVES_ACTION
2-06-14-00,设计,INVOLVES_ACTION
2-06-14-00,研发,INVOLVES_ACTION
2-06-14-00,金融科技产品,TARGETS_OBJECT
2-06-14-00,数字金融服务,TARGETS_OBJECT
2-06-14-00,标准规范,TARGETS_OBJECT
2-06-14-00,金融科技,OPERATES_IN_ENV
2-06-14-00,数字金融领域,OPERATES_IN_ENV
2-06-99,经济和金融专业人员,TARGETS_OBJECT
2-07-01,行使,INVOLVES_ACTION
2-07-01,监察,INVOLVES_ACTION
2-07-01,监察权,TARGETS_OBJECT
2-07-01,监察委员会,OPERATES_IN_ENV
2-07-01,监察机构,OPERATES_IN_ENV
2-07-01-00,监督检查,INVOLVES_ACTION
2-07-01-00,调查,INVOLVES_ACTION
2-07-01-00,公职人员,TARGETS_OBJECT
2-07-01-00,职务违法和职务犯罪,TARGETS_OBJECT
2-07-01-00,监察事项,TARGETS_OBJECT
2-07-01-00,监察委员会,OPERATES_IN_ENV
2-07-01-00,监察机构,OPERATES_IN_ENV
2-07-02,行使,INVOLVES_ACTION
2-07-02,国家审判权,TARGETS_OBJECT
2-07-02,最高人民法院,OPERATES_IN_ENV
2-07-02,地方各级人民法院,OPERATES_IN_ENV
2-07-02,专门人民法院,OPERATES_IN_ENV
2-07-02-00,行使,INVOLVES_ACTION
2-07-02-00,侦查,INVOLVES_ACTION
2-07-02-00,审判,INVOLVES_ACTION
2-07-02-00,审判权,TARGETS_OBJECT
2-07-02-00,刑事案件,TARGETS_OBJECT
2-07-02-00,案件,TARGETS_OBJECT
2-07-02-00,最高人民法院,OPERATES_IN_ENV
2-07-02-00,地方各级人民法院,OPERATES_IN_ENV
2-07-02-00,专门人民法院,OPERATES_IN_ENV
2-07-03,行使,INVOLVES_ACTION
2-07-03,国家检察权,TARGETS_OBJECT
2-07-03,人民检察院,OPERATES_IN_ENV
2-07-03-00,侦查,INVOLVES_ACTION
2-07-03-00,审查,INVOLVES_ACTION
2-07-03-00,监督,INVOLVES_ACTION
2-07-03-00,刑事案件,TARGETS_OBJECT
2-07-03-00,公诉,TARGETS_OBJECT
2-07-03-00,诉讼活动,TARGETS_OBJECT
2-07-03-00,人民检察院,OPERATES_IN_ENV
2-07-04,接受委托,INVOLVES_ACTION
2-07-04,法律服务,TARGETS_OBJECT
2-07-04,当事人,TARGETS_OBJECT
2-07-04-00,解答,INVOLVES_ACTION
2-07-04-00,法律服务,TARGETS_OBJECT
2-07-04-00,法律顾问,TARGETS_OBJECT
2-07-04-00,诉讼文书,TARGETS_OBJECT
2-07-04-00,法院,OPERATES_IN_ENV
2-07-04-00,仲裁机构,OPERATES_IN_ENV
2-07-05,公证业务,TARGETS_OBJECT
2-07-05,公证机构,OPERATES_IN_ENV
2-07-05-00,证明,INVOLVES_ACTION
2-07-05-00,合同,TARGETS_OBJECT
2-07-05-00,继承,TARGETS_OBJECT
2-07-05-00,法律事务文书,TARGETS_OBJECT
2-07-05-00,公证机构,OPERATES_IN_ENV
2-07-06,鉴别,INVOLVES_ACTION
2-07-06,判断,INVOLVES_ACTION
2-07-06,专门问题,TARGETS_OBJECT
2-07-06,鉴定意见,TARGETS_OBJECT
2-07-06-01,检验鉴定,INVOLVES_ACTION
2-07-06-01,出庭,INVOLVES_ACTION
2-07-06-01,现场勘查,INVOLVES_ACTION
2-07-06-01,人身,TARGETS_OBJECT
2-07-06-01,尸体,TARGETS_OBJECT
2-07-06-01,物品,TARGETS_OBJECT
2-07-06-01,案件现场,OPERATES_IN_ENV
2-07-06-01,事件现场,OPERATES_IN_ENV
2-07-06-02,检验,INVOLVES_ACTION
2-07-06-02,鉴定,INVOLVES_ACTION
2-07-06-02,勘查,INVOLVES_ACTION
2-07-06-02,物证,TARGETS_OBJECT
2-07-06-02,案件,TARGETS_OBJECT
2-07-06-02,事件,TARGETS_OBJECT
2-07-06-02,现场,OPERATES_IN_ENV
2-07-07,法官,TARGETS_OBJECT
2-07-07,审判职责,TARGETS_OBJECT
2-07-07,人民法院,OPERATES_IN_ENV
2-07-07-00,履行,INVOLVES_ACTION
2-07-07-00,案件执行事项,TARGETS_OBJECT
2-07-07-00,诉讼材料,TARGETS_OBJECT
2-07-07-00,法律文书,TARGETS_OBJECT
2-07-07-00,人民法院,OPERATES_IN_ENV
2-07-08,检察职责,TARGETS_OBJECT
2-07-08,人民检察院,OPERATES_IN_ENV
2-07-08-00,讯问,INVOLVES_ACTION
2-07-08-00,收集,INVOLVES_ACTION
2-07-08-00,草拟,INVOLVES_ACTION
2-07-08-00,证据,TARGETS_OBJECT
2-07-08-00,法律文书,TARGETS_OBJECT
2-07-08-00,犯罪嫌疑人,TARGETS_OBJECT
2-07-08-00,人民检察院,OPERATES_IN_ENV
2-07-09,审核,INVOLVES_ACTION
2-07-09,管理,INVOLVES_ACTION
2-07-09,咨询,INVOLVES_ACTION
2-07-09,法律文件,TARGETS_OBJECT
2-07-09,合规,TARGETS_OBJECT
2-07-09,经营决策,TARGETS_OBJECT
2-07-09,企事业单位,OPERATES_IN_ENV
2-07-09,社会组织,OPERATES_IN_ENV
2-07-09-00,审核,INVOLVES_ACTION
2-07-09-00,起草,INVOLVES_ACTION
2-07-09-00,法律文件,TARGETS_OBJECT
2-07-09-00,法律事务,TARGETS_OBJECT
2-07-09-00,法律纠纷,TARGETS_OBJECT
2-07-09-00,党政机关,OPERATES_IN_ENV
2-07-09-00,企事业单位,OPERATES_IN_ENV
2-07-09-00,社会组织,OPERATES_IN_ENV
2-07-10,宗教教务活动,TARGETS_OBJECT
2-07-10-00,宗教教务活动,TARGETS_OBJECT
2-07-11,社区建设,TARGETS_OBJECT
2-07-11,社会服务,TARGETS_OBJECT
2-07-11,社会组织发展,TARGETS_OBJECT
2-07-11,社区,OPERATES_IN_ENV
2-07-11,社会服务机构,OPERATES_IN_ENV
2-07-11,社会组织,OPERATES_IN_ENV
2-07-11-01,调查分析,INVOLVES_ACTION
2-07-11-01,开发设计,INVOLVES_ACTION
2-07-11-01,社会服务项目,TARGETS_OBJECT
2-07-11-01,服务对象,TARGETS_OBJECT
2-07-11-01,社区组织,TARGETS_OBJECT
2-07-11-01,社区,OPERATES_IN_ENV
2-07-11-02,制订,INVOLVES_ACTION
2-07-11-02,指导,INVOLVES_ACTION
2-07-11-02,保障,INVOLVES_ACTION
2-07-11-02,发展战略,TARGETS_OBJECT
2-07-11-02,管理机构,TARGETS_OBJECT
2-07-11-02,预算决算,TARGETS_OBJECT
2-07-11-02,社会团体,OPERATES_IN_ENV
2-07-11-02,基金会,OPERATES_IN_ENV
2-07-11-02,社会服务机构,OPERATES_IN_ENV
2-07-11-03,分析,INVOLVES_ACTION
2-07-11-03,咨询,INVOLVES_ACTION
2-07-11-03,测评,INVOLVES_ACTION
2-07-11-03,心理问题,TARGETS_OBJECT
2-07-11-03,咨询对象,TARGETS_OBJECT
2-07-11-03,心理测验,TARGETS_OBJECT
2-07-11-04,评估,INVOLVES_ACTION
2-07-11-04,制订,INVOLVES_ACTION
2-07-11-04,养老服务需求,TARGETS_OBJECT
2-07-11-04,解决方案,TARGETS_OBJECT
2-07-11-04,照护技术,TARGETS_OBJECT
2-07-11-04,居家,OPERATES_IN_ENV
2-07-11-04,社区,OPERATES_IN_ENV
2-07-11-04,机构,OPERATES_IN_ENV
2-07-99,监察,INVOLVES_ACTION
2-07-99,法律,TARGETS_OBJECT
2-07-99,社会,TARGETS_OBJECT
2-07-99,宗教,TARGETS_OBJECT
2-08-01,教育教学,INVOLVES_ACTION
2-08-01,科学研究,INVOLVES_ACTION
2-08-01,教育教学,TARGETS_OBJECT
2-08-01,科学研究,TARGETS_OBJECT
2-08-01,高等学校,OPERATES_IN_ENV
2-08-01-01,教学,INVOLVES_ACTION
2-08-01-01,指导,INVOLVES_ACTION
2-08-01-01,研究,INVOLVES_ACTION
2-08-01-01,课程,TARGETS_OBJECT
2-08-01-01,学生,TARGETS_OBJECT
2-08-01-01,教材,TARGETS_OBJECT
2-08-01-01,普通高等学校,OPERATES_IN_ENV
2-08-01-02,讲授,INVOLVES_ACTION
2-08-01-02,指导,INVOLVES_ACTION
2-08-01-02,研究,INVOLVES_ACTION
2-08-01-02,课程,TARGETS_OBJECT
2-08-01-02,学生,TARGETS_OBJECT
2-08-01-02,教材,TARGETS_OBJECT
2-08-01-02,高等职业学校,OPERATES_IN_ENV
2-08-01-02,实验室,OPERATES_IN_ENV
2-08-02,教育,INVOLVES_ACTION
2-08-02,教学,INVOLVES_ACTION
2-08-02,学生,TARGETS_OBJECT
2-08-02,中小学,OPERATES_IN_ENV
2-08-02-01,承担教学任务,INVOLVES_ACTION
2-08-02-01,进行考试考核,INVOLVES_ACTION
2-08-02-01,进行思想品德教育,INVOLVES_ACTION
2-08-02-01,学生,TARGETS_OBJECT
2-08-02-01,作业,TARGETS_OBJECT
2-08-02-01,教育教学研究,TARGETS_OBJECT
2-08-02-01,高级中学,OPERATES_IN_ENV
2-08-02-02,讲授,INVOLVES_ACTION
2-08-02-02,指导,INVOLVES_ACTION
2-08-02-02,编写,INVOLVES_ACTION
2-08-02-02,课程,TARGETS_OBJECT
2-08-02-02,学生,TARGETS_OBJECT
2-08-02-02,教案,TARGETS_OBJECT
2-08-02-02,中等职业教育培训机构,OPERATES_IN_ENV
2-08-02-03,承担教学任务,INVOLVES_ACTION
2-08-02-03,进行考试考核,INVOLVES_ACTION
2-08-02-03,进行思想品德教育,INVOLVES_ACTION
2-08-02-03,学生,TARGETS_OBJECT
2-08-02-03,作业,TARGETS_OBJECT
2-08-02-03,教育教学研究,TARGETS_OBJECT
2-08-02-03,初级中学,OPERATES_IN_ENV
2-08-02-04,承担教学任务,INVOLVES_ACTION
2-08-02-04,进行思想品德教育,INVOLVES_ACTION
2-08-02-04,进行教育教学研究,INVOLVES_ACTION
2-08-02-04,学生,TARGETS_OBJECT
2-08-02-04,作业,TARGETS_OBJECT
2-08-02-04,课外活动,TARGETS_OBJECT
2-08-02-04,小学,OPERATES_IN_ENV
2-08-03,幼儿教育,TARGETS_OBJECT
2-08-03,幼儿教育机构,OPERATES_IN_ENV
2-08-03-00,制订和执行,INVOLVES_ACTION
2-08-03-00,组织开展,INVOLVES_ACTION
2-08-03-00,沟通,INVOLVES_ACTION
2-08-03-00,教育工作计划,TARGETS_OBJECT
2-08-03-00,幼儿,TARGETS_OBJECT
2-08-03-00,教育环境,TARGETS_OBJECT
2-08-03-00,学前教育机构,OPERATES_IN_ENV
2-08-04,教育教学,INVOLVES_ACTION
2-08-04,残疾儿童,TARGETS_OBJECT
2-08-04,残疾青少年,TARGETS_OBJECT
2-08-04,残疾成人,TARGETS_OBJECT
2-08-04,各级各类学校,OPERATES_IN_ENV
2-08-04-00,矫正,INVOLVES_ACTION
2-08-04-00,传授,INVOLVES_ACTION
2-08-04-00,培养,INVOLVES_ACTION
2-08-04-00,残疾儿童,TARGETS_OBJECT
2-08-04-00,残疾青少年,TARGETS_OBJECT
2-08-04-00,残疾成人,TARGETS_OBJECT
2-08-04-00,学校,OPERATES_IN_ENV
2-08-99,教学,INVOLVES_ACTION
2-08-99,学生,TARGETS_OBJECT
2-09-01,创作,INVOLVES_ACTION
2-09-01,艺术门类,TARGETS_OBJECT
2-09-01-01,体验,INVOLVES_ACTION
2-09-01-01,积累,INVOLVES_ACTION
2-09-01-01,创作,INVOLVES_ACTION
2-09-01-01,创作素材,TARGETS_OBJECT
2-09-01-01,语言文字,TARGETS_OBJECT
2-09-01-01,文学作品,TARGETS_OBJECT
2-09-01-01,社会,OPERATES_IN_ENV
2-09-01-02,创作,INVOLVES_ACTION
2-09-01-02,曲目,TARGETS_OBJECT
2-09-01-02,曲词,TARGETS_OBJECT
2-09-01-02,音乐脚本,TARGETS_OBJECT
2-09-01-03,创作,INVOLVES_ACTION
2-09-01-03,改编,INVOLVES_ACTION
2-09-01-03,研究,INVOLVES_ACTION
2-09-01-03,文学剧本,TARGETS_OBJECT
2-09-01-03,社会生活现象,TARGETS_OBJECT
2-09-01-03,人物形象,TARGETS_OBJECT
2-09-01-04,研究,INVOLVES_ACTION
2-09-01-04,创作,INVOLVES_ACTION
2-09-01-04,帮助,INVOLVES_ACTION
2-09-01-04,音乐意象,TARGETS_OBJECT
2-09-01-04,音乐体裁,TARGETS_OBJECT
2-09-01-04,作品,TARGETS_OBJECT
2-09-01-05,创作,INVOLVES_ACTION
2-09-01-05,分析,INVOLVES_ACTION
2-09-01-05,加工提炼,INVOLVES_ACTION
2-09-01-05,歌词,TARGETS_OBJECT
2-09-01-05,唱词,TARGETS_OBJECT
2-09-01-05,剧诗,TARGETS_OBJECT
2-09-01-06,构思,INVOLVES_ACTION
2-09-01-06,指导,INVOLVES_ACTION
2-09-01-06,影视作品,TARGETS_OBJECT
2-09-01-06,剧本,TARGETS_OBJECT
2-09-01-06,演员,TARGETS_OBJECT
2-09-01-06,剧团,OPERATES_IN_ENV
2-09-01-06,剧组,OPERATES_IN_ENV
2-09-01-06,摄制组,OPERATES_IN_ENV
2-09-01-07,编创,INVOLVES_ACTION
2-09-01-07,排练,INVOLVES_ACTION
2-09-01-07,合成,INVOLVES_ACTION
2-09-01-07,舞蹈动作,TARGETS_OBJECT
2-09-01-07,舞蹈作品,TARGETS_OBJECT
2-09-01-07,剧本,TARGETS_OBJECT
2-09-01-08,创意和构思,INVOLVES_ACTION
2-09-01-08,设计,INVOLVES_ACTION
2-09-01-08,指导,INVOLVES_ACTION
2-09-01-08,舞美设计,TARGETS_OBJECT
2-09-01-08,舞美草图,TARGETS_OBJECT
2-09-01-08,舞台模型,TARGETS_OBJECT
2-09-01-08,舞台,OPERATES_IN_ENV
2-09-02,指挥,INVOLVES_ACTION
2-09-02,表演,INVOLVES_ACTION
2-09-02,音乐,TARGETS_OBJECT
2-09-02,电影,TARGETS_OBJECT
2-09-02,戏剧,TARGETS_OBJECT
2-09-02,舞蹈,TARGETS_OBJECT
2-09-02,曲艺,TARGETS_OBJECT
2-09-02,杂技,TARGETS_OBJECT
2-09-02,歌唱,TARGETS_OBJECT
2-09-02,乐器,TARGETS_OBJECT
2-09-02-01,诠释,INVOLVES_ACTION
2-09-02-01,指导,INVOLVES_ACTION
2-09-02-01,统率,INVOLVES_ACTION
2-09-02-01,乐谱,TARGETS_OBJECT
2-09-02-01,演奏人员,TARGETS_OBJECT
2-09-02-01,音乐作品,TARGETS_OBJECT
